Team,Date,Opponent,Inn,Batter,Event,Sit Before,Sit After,Best Sit,Worst Sit,Success?,1B,Fielder,Pos,Hand,F/B,Direction,Distance,Velo
NYY,4/25,A's,6,Abraham Toro,4-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Fore,S,Short,75.2
NYY,4/27,Brewers,9,Owen Miller,4-3,010 1,001 2,001 2,010 1 +1,Yes,Oswaldo Cabrera,Gleyber Torres,2B,RH,Back,R,Short,75.2
NYY,4/30,Orioles,4,Colton Cowser,1B,010 1,101 1,101 1,010 1 +1,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Stretch,81.2
NYY,4/30,Orioles,5,Jordan Westburg,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Long,81.2
NYY,5/3,Tigers,1,Riley Greene,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Short,81.2
NYY,5/7,Astros,9,Victor Caratini,E5,100 2,011 2,000 3,011 2,No,Anthony Rizzo,Jon Berti,3B,LH,Fore,R,Stretch,82
NYY,5/7,Astros,9,Alex Bregman,5-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Jon Berti,3B,LH,Back,S,Long,82
NYY,5/8,Astros,5,Jake Meyers,6-4 FC,110 0,101 1,101 1,010 1 +1,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Back,S,Short,75.2
NYY,5/11,Rays,7,Jose Siri,5-3,100 0,010 1,010 1,011 0,Yes,Anthony Rizzo,Jon Berti,3B,LH,Back,S,Long,82
NYY,5/17,White Sox,3,Zach Remillard,E5,000 0,010 0,000 1,010 0,No,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Back,L,Short,80.5
NYY,5/20,Mariners,9,Luke Raley,1B E4,110 1,011 1 +1,011 2,011 1 +1,No,Anthony Rizzo,Gleyber Torres,2B,LH,Back,S,Stretch,75.2
NYY,5/23,Mariners,4,JP Crawford,1B,000 0,100 0,100 0,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,S,Stretch,81.2
NYY,5/28,Angels,8,Logan O'Hoppe,5-3,011 2,000 3,000 3,010 2 +2,Yes,Anthony Rizzo,DJ LeMahieu,3B,LH,Fore,S,Stretch,78.6
NYY,5/29,Angels,6,Nolan Schanuel,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Long,81.2
NYY,6/5,Twins,3,Carlos Santana,6-3,000 1,000 2,000 2,100 1,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,S,Long,81.2
NYY,6/11,Royals,4,Nelson Velazquez,5-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Oswaldo Cabrera,3B,LH,Back,S,Stretch,80.5
NYY,6/12,Royals,7,Freddy Fermin,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,S,Long,81.2
NYY,6/12,Royals,9,Bobby Witt Jr,1B,000 0,100 0,100 0,100 0,No,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,R,Long,81.2
NYY,6/16,Red Sox,6,Ceddanne Rafaela,6-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Long,81.2
NYY,6/19,Orioles,2,Ramon Urias,6-3,000 2,000 3,000 3,100 2,Yes,Ben Rice,Anthony Volpe,SS,RH,Fore,S,Long,81.2
NYY,6/25,Mets,8,JD Martinez,6-3,010 2,000 3,000 3,010 2 +1,Yes,Ben Rice,Anthony Volpe,SS,RH,Back,S,Short,81.2
NYY,6/27,Blue Jays,4,Isiah Kiner-Falefa,1B,000 0,100 0,100 0,100 0,Yes,Ben Rice,Anthony Volpe,SS,RH,Fore,S,Long,81.2
NYY,6/29,Blue Jays,1,Justin Turner,6-3,000 1,000 2,000 2,100 1,Yes,Ben Rice,Anthony Volpe,SS,RH,Back,R,Short,81.2
NYY,6/30,Blue Jays,8,Davis Schneider,6-3,000 2,000 3,000 3,100 2,Yes,Ben Rice,Anthony Volpe,SS,RH,Fore,S,Long,81.2
NYY,7/6,Red Sox,7,Jarren Duran,E6,000 0,100 0,000 1,100 0,No,Ben Rice,Anthony Volpe,SS,RH,Back,S,Short,81.2
NYY,7/12,Orioles,5,Cedric Mullins,1B E6,000 0,010 0,000 1,010 0,No,Ben Rice,Anthony Volpe,SS,RH,Back,S,Long,81.2
NYY,7/19,Rays,5,Jose Caballero,1B,000 1,100 1,100 1,100 1,Yes,Ben Rice,Anthony Volpe,SS,RH,Back,S,Stretch,81.2
NYY,7/21,Rays,4,Josh Lowe,E4,000 2,100 2,100 2,100 2,Yes,Ben Rice,Gleyber Torres,2B,RH,Back,S,Short,75.2
NYY,7/24,Mets,5,JD Martinez,5-3,000 1,000 2,000 2,100 1,Yes,DJ LeMahieu,Oswaldo Cabrera,3B,RH,Back,S,Short,80.5
NYY,7/26,Red Sox,4,Romy Gonzalez,1B,000 0,100 0,000 1,100 0,No,Ben Rice,Anthony Volpe,SS,RH,Fore,S,Stretch,81.2
NYY,7/29,Phillies,1,Trea Turner,5-4-3 DP,100 0,000 2,000 2,010 1,Yes,Ben Rice,Gleyber Torres,2B,RH,Back,S,Short,75.2
NYY,7/30,Phillies,8,Alec Bohm,6-3,000 1,000 2,000 2,100 1,Yes,DJ LeMahieu,Anthony Volpe,SS,RH,Back,S,Long,81.2
NYY,7/30,Phillies,9,Trea Turner,1B,110 2,111 2,111 2,011 2 +1,Yes,DJ LeMahieu,Jazz Chisholm Jr,3B,RH,Back,S,Stretch,85.3
NYY,8/7,Angels,7,Mickey Moniak,5-3,000 2,000 3,000 3,100 2,Yes,DJ LeMahieu,Jazz Chisholm Jr,3B,RH,Back,S,Stretch,85.3
NYY,8/10,Rangers,8,Nate Lowe,E6,100 2,101 2,000 3,101 2,No,DJ LeMahieu,Anthony Volpe,SS,RH,Back,R,Short,81.2
NYY,8/10,Rangers,8,Marcus Semien,6-3,000 0,000 1,000 1,100 0,Yes,DJ LeMahieu,Anthony Volpe,SS,RH,Back,S,Stretch,81.2
NYY,8/14,White Sox,6,Gavin Sheets,6-3,000 2,000 3,000 3,100 2,Yes,DJ LeMahieu,Anthony Volpe,SS,RH,Back,S,Stretch,81.2
NYY,8/14,White Sox,9,Andrew Vaughn,5-3,000 0,000 1,000 1,100 0,Yes,DJ LeMahieu,Oswaldo Cabrera,3B,RH,Back,S,Short,80.5
NYY,8/21,Guardians,9,David Fry,6-3,000 2,000 3,000 3,100 2,Yes,Ben Rice,Anthony Volpe,SS,RH,Fore,S,Long,81.2
NYY,8/24,Rockies,8,Michael Toglia,5-3,100 2,000 3,000 3,011 2,Yes,Ben Rice,Jazz Chisholm Jr,3B,RH,Back,S,Short,85.3
NYY,9/2,Rangers,2,Wyatt Langford,5-3,000 1,000 2,000 2,100 1,Yes,Anthony Rizzo,Jazz Chisholm Jr,3B,LH,Fore,S,Long,85.3
NYY,9/2,Rangers,9,Marcus Semien,4-3,011 2,000 3,000 3,010 2 +2,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Fore,S,Short,75.2
NYY,9/9,Royals,1,Tommy Pham,E5,000 0,100 0,000 1,100 0,No,Anthony Rizzo,Jazz Chisholm Jr,3B,LH,Fore,S,Stretch,85.3
NYY,9/15,Red Sox,7,Romy Gonzalez,6-3,000 2,000 3,000 3,100 2,Yes,Oswaldo Cabrera,Anthony Volpe,SS,RH,Back,S,Long,81.2
NYY,9/17,Mariners,2,Josh Rojas,4-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Back,S,Long,75.2
NYY,9/17,Mariners,5,Randy Arozarena,5-3,100 2,000 3,000 3,011 2,Yes,Anthony Rizzo,Jazz Chisholm Jr,3B,LH,Back,S,Stretch,85.3
NYY,9/17,Mariners,7,Randy Arozarena,5-3,110 2,000 3,000 3,011 2 +1,Yes,Anthony Rizzo,Jazz Chisholm Jr,3B,LH,Fore,S,Short,85.3
NYY,9/18,Mariners,3,Julio Rodriguez,5-3,000 1,000 2,000 2,100 1,Yes,Anthony Rizzo,Jazz Chisholm Jr,3B,LH,Back,S,Stretch,85.3
NYY,9/20,A's,1,Lawrence Butler,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Fore,S,Short,81.2
NYY,9/20,A's,2,Zack Gelof,4-3,000 2,000 3,000 3,100 2,Yes,Anthony Rizzo,Gleyber Torres,2B,LH,Back,S,Long,75.2
NYY,9/20,A's,9,Max Schuemann,6-3,000 0,000 1,000 1,100 0,Yes,Anthony Rizzo,Anthony Volpe,SS,LH,Back,S,Stretch,81.2
NYY,9/21,A's,1,Lawrence Butler,1B,000 0,100 0,100 0,100 0,Yes,Oswaldo Cabrera,Anthony Volpe,SS,RH,Back,S,Long,81.2
NYY,9/21,A's,3,Nick Allen,5-3,100 0,010 1,010 1,011 0,Yes,Oswaldo Cabrera,Jon Berti,3B,RH,Back,S,Short,82
NYY,9/21,A's,8,Jacob Wilson,5-3,000 0,000 1,000 1,100 0,Yes,Oswaldo Cabrera,Jon Berti,3B,RH,Fore,L,Short,82
NYY,9/27,Pirates,7,Nick Yorke,5-3,000 2,000 3,000 3,100 2,Yes,Oswaldo Cabrera,Jazz Chisholm Jr,3B,RH,Back,S,Long,85.3
OAK,3/28,Guardians,2,Josh Naylor,4-3,000 0,000 1,000 1,100 0,Yes,Ryan Noda,Zach Gelof,2B,LH,Back,S,Long,77.2
OAK,3/28,Guardians,5,Ramon Laureano,4-3,000 0,000 1,000 1,100 0,Yes,Ryan Noda,Zach Gelof,2B,LH,Back,S,Stretch,77.2
OAK,3/30,Guardians,5,Gabriel Arias,E6,010 2,100 2 +1,000 3,100 2 +1,No,Ryan Noda,Nick Allen,SS,LH,Back,S,Short,83.8
OAK,4/5,Tigers,4,Andy Ibanez,1B E5,000 0,010 0,100 0,010 0,No,JD Davis,Darell Hernaiz,3B,RH,Back,R,Short,79.3
OAK,4/6,Tigers,3,Carson Kelly,1B,000 0,100 0,000 1,100 0,No,Ryan Noda,JD Davis,3B,LH,Fore,S,Stretch,88.7
OAK,4/7,Tigers,9,Gio Urshela,1B,000 1,100 1,100 1,100 1,Yes,Ryan Noda,Nick Allen,SS,LH,Fore,S,Long,83.8
OAK,4/16,Cardinals,3,Brendan Donovan,5-3,011 1,001 2,001 2,010 1 +2,Yes,Ryan Noda,Abraham Toro,3B,LH,Fore,S,Short,85.6
OAK,4/16,Cardinals,7,Nolan Arenado,6-3,100 2,000 3,000 3,011 2,Yes,Ryan Noda,Darell Hernaiz,SS,LH,Back,S,Long,79.3
OAK,4/20,Guardians,4,Gabriel Arias,1B,000 1,100 1,100 1,100 1,Yes,Ryan Noda,Nick Allen,SS,LH,Fore,R,Long,83.8
OAK,4/30,Pirates,5,Connor Joe,1B,000 0,100 0,100 0,100 0,Yes,Ryan Noda,Abraham Toro,2B,LH,Fore,R,Short,83.8
OAK,5/1,Pirates,4,Jared Triolo,E5,100 2,011 2,000 3,011 2,No,Ryan Noda,Tyler Nevin,3B,LH,Back,S,Stretch,87.3
OAK,5/1,Pirates,5,Ke'Bryan Hayes,6-3,000 1,000 2,000 2,100 1,Yes,Ryan Noda,Darell Hernaiz,SS,LH,Fore,S,Long,79.3
OAK,5/3,Marlins,9,Nick Gordon,1B,000 2,100 2,100 2,100 2,Yes,Tyler Nevin,Darell Hernaiz,SS,RH,Back,S,Long,79.3
OAK,5/8,Rangers,6,Marcus Semien,1B,000 0,100 0,100 0,100 0,Yes,JD Davis,Max Schuemann,SS,RH,Back,R,Long,85.1
OAK,5/11,Mariners,6,Julio Rodriguez,6-4 FC,100 1,100 2,100 2,100 2,No,Tyler Soderstrom,Abraham Toro,2B,RH,Back,S,Short,83.8
OAK,5/11,Mariners,8,Ty France,5-3,000 1,000 2,000 2,100 1,Yes,JD Davis,Brett Harris,3B,RH,Fore,S,Long,81.2
OAK,5/13,Astros,2,Yainer Diaz,5-4-3 DP,100 1,000 3,000 3,010 2,Yes,Tyler Soderstrom,Abraham Toro,2B,RH,Back,S,Short,83.8
OAK,5/15,Astros,8,Yordan Alvarez,1B,000 1,100 1,100 1,100 1,Yes,JD Davis,Max Schuemann,SS,RH,Fore,S,Long,85.1
OAK,5/17,Royals,8,Kyle Isbel,1B,000 1,100 1,000 2,100 1,No,JD Davis,Zack Gelof,2B,RH,Back,R,Short,77.2
OAK,5/21,Rockies,3,Brendan Rodgers,5-3,100 2,000 3,000 3,011 2,Yes,Tyler Soderstrom,Abraham Toro,3B,RH,Back,S,Long,85.6
OAK,5/25,Astros,5,Yainer Diaz,5-3,000 1,000 2,000 2,100 1,Yes,Tyler Soderstrom,Abraham Toro,3B,RH,Back,S,Stretch,85.6
OAK,5/28,Rays,8,Randy Arozarena,1B,000 0,100 0,100 0,100 0,Yes,Tyler Soderstrom,Max Schuemann,SS,RH,Back,S,Long,85.1
OAK,5/30,Rays,6,Jonny DeLuca,6-3,000 1,000 2,000 2,100 1,Yes,Aledmys Diaz,Max Schuemann,SS,RH,Fore,S,Stretch,85.1
OAK,6/1,Braves,5,Austin Riley,1B E5,011 1,010 1 +2,001 2 +1,010 1 +2,No,Aledmys Diaz,Abraham Toro,3B,RH,Back,S,Short,85.6
OAK,6/14,Twins,8,Carlos Correa,E6,000 1,100 1,000 2,100 1,No,Tyler Soderstrom,Max Schuemann,SS,RH,Back,S,Stretch,85.1
OAK,6/16,Twins,1,Ryan Jeffers,1-4 FC,100 1,100 2,100 2,100 2,No,Tyler Soderstrom,Abraham Toro,2B,RH,Fore,R,Stretch,83.8
OAK,6/16,Twins,7,Willi Castro,5-3,010 1,010 2,010 2,010 1 +1,Yes,Tyler Soderstrom,JD Davis,3B,RH,Back,S,Short,88.7
OAK,6/21,Twins,1,Carlos Correa,5-3,010 0,001 1,001 1,010 0 +1,Yes,Tyler Soderstrom,Abraham Toro,3B,RH,Back,S,Long,85.6
OAK,6/22,Twins,1,Manuel Margot,1B,000 0,100 0,100 0,100 0,Yes,Tyler Soderstrom,Tyler Nevin,3B,RH,Back,R,Long,87.3
OAK,6/22,Twins,6,Kyle Farmer,5-3,010 2,000 3,000 3,010 2 +1,Yes,Tyler Soderstrom,Tyler Nevin,3B,RH,Back,S,Long,87.3
OAK,6/24,Angels,8,Michael Stefanic,6-3,100 2,000 3,000 3,011 2,Yes,Tyler Soderstrom,Aledmys Diaz,SS,RH,Back,S,Long,88
OAK,6/26,Angels,8,Zach Neto,1B,000 2,100 2,100 2,100 2,No,Tyler Soderstrom,Tyler Nevin,3B,RH,Back,S,Stretch,87.3
OAK,6/30,Diamondbacks,8,Ketel Marte,5-4-3 DP,110 1,000 3,000 3,010 2 +1,Yes,Tyler Soderstrom,Zack Gelof,2B,RH,Fore,S,Short,77.2
OAK,7/2,Angels,4,Logan O'Hoppe,1B,000 2,100 2,000 3,100 2,No,Tyler Soderstrom,Brett Harris,3B,RH,Fore,L,Long,81.2
OAK,7/2,Angels,4,Taylor Ward,6-3,000 0,000 1,000 1,100 0,Yes,Tyler Soderstrom,Max Schuemann,SS,RH,Back,S,Long,85.1
OAK,7/5,Orioles,9,Jorge Mateo,1B,010 0,101 0,101 0,010 0 +1,Yes,Tyler Soderstrom,Max Schuemann,SS,RH,Back,S,Long,85.1
OAK,7/7,Orioles,4,Ramon Urias,1B E5,000 1,010 1,000 2,010 1,No,Tyler Soderstrom,Brett Harris,3B,RH,Back,S,Stretch,81.2
OAK,7/7,Orioles,8,Jordan Westburg,5-3,000 1,000 2,000 2,100 1,Yes,Tyler Soderstrom,Brett Harris,3B,RH,Fore,L,Short,81.2
OAK,7/10,Red Sox,5,Jamie Westbrook,E5,000 1,100 1,000 2,100 1,No,Tyler Nevin,Brett Harris,3B,RH,Back,S,Stretch,81.2
OAK,7/11,Red Sox,6,Ceddanne Rafaela,6-4-3 DP,100 1,000 3,000 3,010 2,Yes,Seth Brown,Zack Gelof,2B,LH,Fore,S,Stretch,77.2
OAK,7/14,Phillies,9,Alec Bohm,6-3,000 0,000 1,000 1,100 0,Yes,Seth Brown,Max Schuemann,SS,LH,Back,S,Short,85.1
OAK,7/19,Angels,3,Nolan Schanuel,6-3 DP,100 0,000 2,000 2,010 1,Yes,Seth Brown,Jacob Wilson,SS,LH,Fore,R,Long,89.5
OAK,7/21,Angels,2,Zach Neto,5-3,000 1,000 2,000 2,100 1,Yes,Seth Brown,Abraham Toro,3B,LH,Back,S,Long,85.6
OAK,7/23,Astros,5,Jeremy Pena,1B,000 0,100 0,100 0,100 0,Yes,Seth Brown,Max Schuemann,SS,LH,Fore,R,Long,85.1
OAK,8/5,White Sox,5,Miguel Vargas,5-3,000 2,000 3,000 3,100 2,Yes,Tyler Nevin,Darrell Hernaiz,3B,RH,Back,S,Stretch,79.3
OAK,8/7,White Sox,4,Lenyn Sosa,1B,000 2,100 2,000 3,100 2,No,Armando Alvarez,Darell Hernaiz,SS,RH,Fore,L,Stretch,79.3
OAK,8/7,White Sox,5,Brooks Baldwin,4-6 FC E6,100 1,010 2,000 2,010 2,No,Armando Alvarez,Darell Hernaiz,SS,RH,Back,S,Stretch,79.3
OAK,8/9,Blue Jays,6,Spencer Horwitz,1B,100 1,101 1,010 2,101 1,No,Abraham Toro,Max Schuemann,SS,RH,Back,R,Short,85.1
OAK,8/18,Giants,4,Tyler Fitzgerald,1B,000 0,100 0,100 0,100 0,Yes,Tyler Nevin,Darrell Hernaiz,3B,RH,Fore,S,Long,79.3
OAK,8/21,Rays,9,Jonny DeLuca,6-3,000 1,000 2,000 2,100 1,Yes,Tyler Nevin,Max Schuemann,SS,RH,Fore,S,Long,85.1
OAK,8/23,Brewers,8,Joey Ortiz,1B,000 0,100 0,100 0,100 0,Yes,Seth Brown,Darrell Hernaiz,3B,LH,Fore,S,Short,79.3
OAK,9/4,Mariners,6,Victor Robles,6-3,000 1,000 2,000 2,100 1,Yes,Tristan Gray,Jacob Wilson,SS,RH,Back,R,Stretch,89.5
OAK,9/4,Mariners,8,Cal Raleigh,1B,000 1,100 1,100 1,100 1,Yes,Tristan Gray,Armando Alvarez,3B,RH,Fore,R,Long,87.7
OAK,9/8,Tigers,9,Trey Sweeney,1B,000 1,100 1,100 1,100 1,Yes,Tristan Gray,Zack Gelof,2B,RH,Back,R,Long,77.2
OAK,9/12,Astros,1,Alex Bregman,6-3,000 0,000 1,000 1,100 0,Yes,Tyler Nevin,Jacob Wilson,SS,RH,Back,S,Short,89.5
OAK,9/13,White Sox,5,Miguel Vargas,1B,000 1,100 1,100 1,100 1,Yes,Tyler Nevin,Jacob Wilson,SS,RH,Back,S,Long,89.5
OAK,9/24,Rangers,6,Marcus Semien,5-3,000 2,000 3,000 3,100 2,Yes,Tyler Soderstrom,Darrell Hernaiz,3B,RH,Fore,L,Short,79.3
OAK,9/26,Rangers,1,Adolis Garcia,5-3,100 2,000 3,000 3,011 2,Yes,Tyler Soderstrom,Max Schuemann,3B,RH,Back,S,Stretch,85.3
PHI,3/30,Braves,3,Orlando Arcia,1B,010 1,110 1,110 1,010 1 +1,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,R,Long,81.9
PHI,4/2,Reds,5,Jonathan India,5-3,010 2,000 3,000 3,010 2 +1,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,4/2,Reds,8,Jonathan India,E5,010 0,010 0 +1,010 1,010 0 +1,No,Bryce Harper,Alec Bohm,3B,RH,Back,S,Stretch,82.4
PHI,4/9,Cardinals,6,Nolan Arenado,6-3,000 1,000 2,000 2,100 1,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,S,Long,81.9
PHI,4/10,Cardinals,2,Jordan Walker,5-3,000 2,000 3,000 3,100 2,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,4/13,Pirates,4,Connor Joe,5-4 FC E4,100 1,010 2,000 3,010 2,No,Bryce Harper,Edmundo Sosa,2B,RH,Back,R,Stretch,79.3
PHI,4/15,Rockies,4,Nolan Jones,6-3,100 2,000 3,000 3,011 2,Yes,Bryce Harper,Trea Turner,SS,RH,Back,S,Stretch,81.9
PHI,4/17,Rockies,8,Ryan McMahon,1B,100 0,110 0,110 0,011 0,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,L,Long,81.9
PHI,4/21,White Sox,3,Eloy Jimenez,5-3,000 2,000 3,000 3,100 2,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,R,Stretch,82.4
PHI,4/21,White Sox,9,Eloy Jimenez,5-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Alec Bohm,3B,RH,Fore,S,Stretch,82.4
PHI,4/22,Reds,1,Stuart Fairchild,1B,000 0,100 0,100 0,100 0,Yes,Kody Clemens,Alec Bohm,3B,RH,Fore,L,Stretch,82.4
PHI,4/23,Reds,3,Nick Martini,E3,011 2,010 2 +2,000 3,010 2 +2,No,Alec Bohm,Trea Turner,SS,RH,Back,R,Short,81.9
PHI,4/23,Reds,6,Tyler Stephenson,5-3,000 1,000 2,000 2,100 1,Yes,Alec Bohm,Edmundo Sosa,3B,RH,Back,S,Long,81
PHI,4/26,Padres,2,Manny Machado,6-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,4/30,Angels,6,Taylor Ward,1B,000 1,100 1,000 2,100 1,No,Bryce Harper,Bryson Stott,2B,RH,Back,R,Stretch,82.5
PHI,5/3,Giants,3,Matt Chapman,5-3 DP,110 0,010 2,010 2,011 1,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,5/3,Giants,4,Thairo Estrada,6-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,S,Stretch,81.9
PHI,5/4,Giants,4,Matt Chapman,E5,000 0,100 0,000 1,100 0,Yes,Bryce Harper,Whit Merrifield,3B,RH,Fore,L,Long,83.5
PHI,5/4,Giants,7,Thairo Estrada,6U FC,100 0,100 1,100 1,010 1,Yes,Bryce Harper,Edmundo Sosa,SS,RH,Back,R,Long,80.3
PHI,5/4,Giants,9,Thairo Estrada,1B,000 1,100 1,100 1,100 1,Yes,Kody Clemens,Edmundo Sosa,SS,RH,Fore,R,Stretch,80.3
PHI,5/5,Giants,7,Mike Yastrzemski,1B,000 1,100 1,100 1,100 1,Yes,Bryce Harper,Bryson Stott,2B,RH,Back,R,Stretch,82.5
PHI,5/8,Blue Jays,7,Justin Turner,4-3,010 1,001 2,001 2,010 1 +1,Yes,Bryce Harper,Bryson Stott,2B,RH,Back,S,Long,82.5
PHI,5/10,Marlins,2,Tim Anderson,5-3,000 1,000 2,000 2,100 1,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Stretch,82.4
PHI,5/12,Marlins,9,Bryan De La Cruz,6-3,100 1,010 2,010 2,011 1,Yes,Alec Bohm,Edmundo Sosa,SS,RH,Back,S,Stretch,80.3
PHI,5/13,Mets,7,JD Martinez,5-3,100 1,110 1,110 1,011 1,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,5/15,Mets,3,JD Martinez,6-3,010 0,010 1,010 1,010 0 +1,Yes,Bryce Harper,Edmundo Sosa,SS,RH,Back,S,Long,80.3
PHI,5/18,Nationals,6,Nick Senzel,6-3,000 1,000 2,000 2,100 1,Yes,Bryce Harper,Edmundo Sosa,SS,RH,Fore,S,Long,80.3
PHI,5/21,Rangers,9,Derek Hill,E5,000 1,100 1,000 2,100 1,No,Bryce Harper,Alec Bohm,3B,RH,Back,S,Short,82.4
PHI,5/24,Rockies,4,Elias Diaz,5-3,000 0,000 1,000 1,100 0,Yes,Alec Bohm,Whit Merrifield,3B,RH,Fore,S,Long,83.5
PHI,5/24,Rockies,8,Brenton Doyle,5-3,000 2,000 3,000 3,100 2,Yes,Alec Bohm,Whit Merrifield,3B,RH,Back,S,Stretch,83.5
PHI,5/25,Rockies,8,Ezequiel Tovar,1B,000 0,100 0,100 0,100 0,Yes,Bryce Harper,Edmundo Sosa,SS,RH,Back,S,Long,80.3
PHI,5/26,Rockies,2,Brendan Rodgers,5 FC E5,111 1,010 2 +2,000 3,010 2 +2,No,Bryce Harper,Alec Bohm,3B,RH,Back,R,Stretch,82.4
PHI,5/28,Giants,9,Thairo Estrada,1B,000 0,100 0,100 0,100 0,Yes,Bryce Harper,Bryson Stott,2B,RH,Back,S,Short,82.5
PHI,5/29,Giants,6,Jorge Soler,6-3,000 2,000 3,000 3,100 2,Yes,Bryce Harper,Edmundo Sosa,SS,RH,Back,S,Stretch,80.3
PHI,6/4,Brewers,5,Blake Perkins,1B,000 2,100 2,100 2,100 2,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Stretch,82.4
PHI,6/12,Red Sox,8,Ceddanne Rafaela,1B,000 0,100 0,000 1,100 0,No,Bryce Harper,Alec Bohm,3B,RH,Fore,S,Stretch,82.4
PHI,6/17,Padres,8,Jackson Merrill,4-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Bryson Stott,2B,RH,Back,S,Long,82.5
PHI,6/19,Padres,6,Fernando Tatis Jr,1B,000 1,100 1,100 1,100 1,Yes,Bryce Harper,Bryson Stott,2B,RH,Back,S,Long,82.5
PHI,6/24,Tigers,7,Justyn-Henry Malloy,6-3,000 1,000 2,000 2,100 1,Yes,Bryce Harper,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,6/26,Tigers,6,Colt Keith,1B,000 2,100 2,000 3,100 2,No,Bryce Harper,Bryson Stott,2B,RH,Back,S,Stretch,82.5
PHI,6/28,Marlins,1,Jake Burger,1B,000 2,100 2,100 2,100 2,Yes,Kody Clemens,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,6/30,Marlins,5,Josh Bell,1B E5,000 0,010 0,000 1,010 0,No,Kody Clemens,Alec Bohm,3B,RH,Back,R,Stretch,82.4
PHI,6/30,Marlins,9,Jake Burger,E6,000 1,100 1,000 2,100 1,No,Alec Bohm,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,7/6,Braves,7,Ozzie Albies,6-3,000 1,000 2,000 2,100 1,Yes,Kody Clemens,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,7/7,Braves,8,Orlando Arcia,6-3,010 1,010 2,010 2,010 1 +1,Yes,Kody Clemens,Trea Turner,SS,RH,Fore,S,Short,81.9
PHI,7/11,Dodgers,1,Teoscar Hernandez,1B,100 2,110 2,110 2,011 2,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,7/12,A's,3,Armando Alvarez,6-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,S,Long,81.9
PHI,7/14,A's,8,Brett Harris,5-3,000 1,000 2,000 2,100 1,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,7/28,Guardians,4,Jose Ramirez,1B,000 0,100 0,100 0,100 0,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Long,82.4
PHI,8/3,Mariners,1,Victor Robles,5-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Alec Bohm,3B,RH,Back,S,Stretch,82.4
PHI,8/6,Dodgers,7,Enrique Hernandez,1B,000 0,100 0,100 0,100 0,No,Bryce Harper,Trea Turner,SS,RH,Back,S,Long,81.9
PHI,8/7,Dodgers,5,Freddie Freeman,6-3,000 0,000 1,000 1,100 0,Yes,Bryce Harper,Trea Turner,SS,RH,Fore,S,Short,81.9
